0.97485399	0.97908062	0.97772336	0.9764688	0.97444212	0.97150367	0.96644163	0.96031851	0.95343596	0.94365478	0.93140346	0.91575265	0.89614964	0.87112486	0.84145492	0.80620253	0.76389575	0.71318436	0.65350991	0.5840072	0.50316346	0.41151184	0.31091723	0.20242168	0.088539809	-0.026775708	-0.13913502	-0.24440578	-0.34044909	-0.42500237	-0.49959376	-0.56517285	-0.62349004	-0.67590183	-0.72292119	-0.76421446	-0.79985511	-0.82959753	-0.8541981	-0.8736648	-0.88974118	-0.90333849	-0.91474289	-0.92514652	-0.93462789	-0.94352984	-0.95187837	-0.9590466	-0.96576005	-0.9711411
0.97146595	0.97608727	0.97475803	0.97369379	0.97192389	0.96908677	0.96433109	0.95856655	0.95196378	0.94276422	0.93072671	0.91553491	0.89633262	0.87199205	0.84244221	0.8076514	0.76577985	0.7153728	0.65609789	0.58661598	0.50623274	0.41480592	0.31478822	0.20638689	0.092706271	-0.022348957	-0.1343943	-0.23961158	-0.3353548	-0.41973454	-0.49417838	-0.55966884	-0.61800224	-0.67040384	-0.71723443	-0.75877166	-0.79427612	-0.82388294	-0.84816003	-0.86790431	-0.88413727	-0.89767843	-0.90907484	-0.91938031	-0.92919171	-0.93792832	-0.94629574	-0.95367825	-0.95991039	-0.96564364
0.96845454	0.97311932	0.97233617	0.97115481	0.96964073	0.9669987	0.96236092	0.95725906	0.95068002	0.94165635	0.93017745	0.91557723	0.8967151	0.87254012	0.84365577	0.80926651	0.76771861	0.71759081	0.65862638	0.58966041	0.50945854	0.4184911	0.31840336	0.21038173	0.097043432	-0.017807603	-0.12957242	-0.23442324	-0.33005524	-0.41436458	-0.48856398	-0.55407375	-0.61213791	-0.6646269	-0.7114563	-0.75273889	-0.78823245	-0.81802404	-0.84247744	-0.86210215	-0.87824059	-0.89165127	-0.90310687	-0.91356188	-0.92306876	-0.93214607	-0.94031405	-0.94760931	-0.95410067	-0.95973867
0.96623605	0.97106785	0.97058064	0.96951455	0.96798211	0.96536344	0.96108663	0.95575249	0.94952959	0.94102973	0.9298054	0.91559148	0.89701998	0.8732878	0.8446908	0.81065065	0.7694518	0.71956217	0.66091532	0.5920862	0.51209801	0.4212999	0.32169589	0.21396188	0.10071185	-0.013715952	-0.12541889	-0.23018441	-0.32546467	-0.40964565	-0.48388651	-0.54924148	-0.60743523	-0.65983695	-0.70638287	-0.74787652	-0.78316003	-0.81307381	-0.83744162	-0.85682595	-0.87317526	-0.88661969	-0.89817125	-0.90839738	-0.91797346	-0.92698741	-0.93516088	-0.94263667	-0.94915438	-0.95448554
0.96452963	0.96951127	0.96901196	0.96818882	0.96669114	0.96424651	0.95984018	0.95501262	0.94920999	0.9406473	0.9297238	0.91583103	0.89725912	0.87406713	0.84572971	0.8119868	0.77100796	0.7215004	0.66306347	0.59442258	0.51473206	0.42430317	0.32468796	0.21733397	0.10447166	-0.010002859	-0.12135217	-0.22590594	-0.32122687	-0.40522847	-0.47923875	-0.54436201	-0.60254174	-0.65463388	-0.70157385	-0.74288416	-0.77836365	-0.80809718	-0.83237374	-0.85206598	-0.86829442	-0.88161653	-0.89306623	-0.90341485	-0.91308653	-0.92186016	-0.93037814	-0.93776256	-0.94409472	-0.94965303
0.96360576	0.96825892	0.968225	0.96726626	0.96586686	0.96359909	0.95946664	0.95464683	0.94899809	0.94063085	0.92999786	0.91617244	0.89835024	0.87507361	0.84711742	0.81368494	0.77290529	0.72344357	0.66540635	0.59688908	0.51762384	0.42735371	0.32814026	0.22087547	0.10820714	-0.0058756866	-0.11712068	-0.22137927	-0.31638545	-0.40023029	-0.47415489	-0.53945214	-0.59740114	-0.64955431	-0.69628751	-0.73762459	-0.77310908	-0.80278891	-0.82707852	-0.84669948	-0.86291611	-0.87632591	-0.8878904	-0.89810443	-0.90787864	-0.91648191	-0.92512852	-0.93212128	-0.93874836	-0.94447446
0.96277803	0.96786278	0.96746218	0.96675879	0.96540058	0.96313876	0.95932245	0.9546631	0.94916797	0.94113827	0.93087202	0.91728699	0.89938492	0.87648892	0.84891361	0.81555474	0.77515769	0.72604835	0.66831458	0.60023057	0.52096403	0.43087301	0.33188909	0.22507291	0.11284818	-0.0012071457	-0.11204015	-0.21620792	-0.31102088	-0.39475748	-0.46853605	-0.53358674	-0.59151912	-0.64348984	-0.69022942	-0.73157007	-0.76692772	-0.79667467	-0.82101506	-0.84048194	-0.85682738	-0.87019211	-0.88170171	-0.8920064	-0.90169936	-0.9105404	-0.91892195	-0.92616433	-0.93265885	-0.93832302
0.96240807	0.96745342	0.96714944	0.96655893	0.96502864	0.9629336	0.95925403	0.95509636	0.94983709	0.94216156	0.93200284	0.91888034	0.90122807	0.8787533	0.85132211	0.81837124	0.77802145	0.72933954	0.67159688	0.6038084	0.52495939	0.43543297	0.33696049	0.22992082	0.11812374	0.0043890714	-0.10630052	-0.21024121	-0.30467826	-0.38821191	-0.46176666	-0.52660161	-0.58470058	-0.63654381	-0.68304414	-0.72434652	-0.76000983	-0.78946304	-0.81384879	-0.83343047	-0.84974611	-0.86295801	-0.87447184	-0.8847003	-0.89472026	-0.90320903	-0.91155642	-0.91906404	-0.92544901	-0.93109041
0.96242994	0.96751404	0.96726662	0.96657914	0.96528137	0.96308875	0.95965236	0.95572686	0.95069414	0.94366091	0.93409812	0.92120886	0.90391004	0.88156432	0.85439056	0.82183731	0.7819857	0.73341852	0.67619699	0.60865533	0.5300132	0.44087362	0.34240371	0.23611553	0.12446181	0.011200586	-0.099256419	-0.20268755	-0.29692942	-0.38025022	-0.45358506	-0.51845205	-0.57607132	-0.62796432	-0.6743927	-0.71578801	-0.75106484	-0.78072274	-0.80488133	-0.82473105	-0.84080392	-0.85427207	-0.86557901	-0.87578315	-0.88586038	-0.89454067	-0.90287405	-0.91028005	-0.916848	-0.92246491
0.96255422	0.96769971	0.96778005	0.96703935	0.96577537	0.96351415	0.96025491	0.95642942	0.95190275	0.94539022	0.93647259	0.92421448	0.90741992	0.88545406	0.85870624	0.82630152	0.7867111	0.73876274	0.68170536	0.61475486	0.53637987	0.44753027	0.34955567	0.24377425	0.13260908	0.01989419	-0.090246357	-0.19353999	-0.28739455	-0.37030235	-0.44354472	-0.50809371	-0.56554484	-0.61765289	-0.66389209	-0.70515805	-0.74051565	-0.77007377	-0.79428166	-0.81400025	-0.83012003	-0.84356534	-0.85507721	-0.86542988	-0.87518352	-0.88384503	-0.89223319	-0.89961821	-0.90622598	-0.91159129
0.96320593	0.96820092	0.9681893	0.96745235	0.96642464	0.96437621	0.96090019	0.95732087	0.95318276	0.94727385	0.939179	0.92774373	0.91172493	0.89041597	0.86406916	0.83218491	0.79301089	0.74524194	0.68879157	0.62202919	0.54439616	0.45609194	0.35845843	0.25319627	0.14244632	0.030087801	-0.079390377	-0.18202664	-0.27555799	-0.35811245	-0.43131021	-0.49545434	-0.55293822	-0.60457695	-0.65110719	-0.6921593	-0.72747147	-0.75697553	-0.78110796	-0.8006801	-0.81704736	-0.83032513	-0.84187979	-0.85217553	-0.86197454	-0.87082022	-0.87901658	-0.88662124	-0.89308637	-0.89872968
0.9640379	0.96884316	0.96902984	0.96851808	0.96717227	0.96542668	0.96193928	0.95850217	0.95436227	0.94869459	0.9416123	0.93160897	0.91670698	0.89641166	0.87077147	0.83936161	0.80081493	0.75365657	0.69755358	0.63150996	0.55437022	0.46649349	0.36979365	0.26504833	0.1549363	0.043068044	-0.065773413	-0.16793147	-0.26108828	-0.34342048	-0.41593951	-0.48012006	-0.53715235	-0.58879846	-0.63493222	-0.67611408	-0.71098661	-0.74077791	-0.76502734	-0.78469992	-0.80093646	-0.81422836	-0.82557285	-0.83593929	-0.84575301	-0.85460734	-0.86279202	-0.87039763	-0.87695801	-0.88238615
