0	7.252	67.054
0.1	8.561	62.924
0.2	14.564	50.905
0.3	7.469	61.032
0.4	5.54	67.609
0.5	7.702	59.979
0.6	4.923	67.448
0.7	3.914	71.152
0.8	3.242	73.548
1.1	2.258	77.271
1.2	2.047	78.648
1.3	2.489	77.818
1.4	2.247	78.453
1.5	2.104	78.855
1.6	1.948	79.907
1.7	4.249	70.782
1.8	1.932	79.883
2.3	5.35	70.289
2.5	3.971	71.514
2.6	4.193	70.18
2.7	3.447	75.893
2.8	3.552	74.704
2.9	4.258	72.587
3	5.237	68.903
3.1	6.631	66.397
3.2	5.895	67.699
3.3	13.451	57.622
3.4	15.466	52.947
3.5	15.733	52.935
3.6	13.518	56.582
3.7	8.877	60.593
3.8	10.996	57.091
3.9	13.141	54.968
4	12.83	55.482
4.1	12.55	56.29
4.2	15.45	53.135
4.3	12.762	55
4.4	12.414	52.978
4.5	12.111	56.474
4.6	6.97	63.29
4.7	11.194	58.365
4.9	13.398	44.856
5	13.69	41.866
5.1	10.155	47.365
5.2	13.171	45.61
5.3	9.078	50.05
5.4	9.3	47.127
5.5	11.643	49.248
5.6	10.632	56.667
5.7	10.386	53.491
5.8	10.377	57.517
5.9	11.956	48.962
6	8.017	56.705
6.1	8.508	54.622
6.2	8.75	47.344
6.3	14.39	46.136
6.4	14.721	43.386
6.5	14.557	44.27
6.6	15.366	42.5
6.7	12.671	53.178
6.9	12.147	55.817
7.1	13.161	56.391
7.2	17.618	45.724
7.3	14.877	54.639
7.4	19.32	41.15
7.6	27.631	37.189
7.7	21.474	40.825
7.8	21.751	41.212
7.9	29.622	29.22
8	22.722	41.575
8.1	23.474	37.3
8.2	25.03	34.962
8.3	24.016	40.86
8.4	19.191	44.461
8.5	24.294	37.03
8.6	23.836	36.052
8.7	28.578	33.195
8.8	25.872	38.732
8.9	22.413	42.552
9	21.791	45.73
9.1	19.742	41.287
9.2	16.469	54.726
9.3	18.527	28.244
9.4	16.978	37.911
9.5	15.49	49.984
9.6	15.464	42.261
9.7	14.617	46.245
9.8	15.393	40.399
9.9	16.819	43.348
