0	72.60417
0.1	76.98335
0.2	78.25296
0.3	73.19495
0.4	64.1791
0.5	63.56522
0.6	54.6696
0.7	55.12939
0.8	40.42553
1.1	29.23147
1.2	24.50628
1.3	27.59539
1.4	28.70453
1.5	24.08925
1.6	26.86895
1.7	35.87156
1.8	29.23844
1.9	23.80952
2	26.94023
2.1	28.78114
2.2	33.41751
2.3	41.1006
2.4	42.17778
2.5	37.8125
2.6	44.48819
2.7	44.05204
2.8	44.91604
2.9	48.20924
3	50.36563
3.1	51.55367
3.2	52.66904
3.3	55.38267
3.4	61.53846
3.5	59.66754
3.6	57.57168
3.7	57.65487
3.8	57.83615
3.9	58.59709
4	61.28597
4.1	68.90505
4.2	74.24764
4.3	61.52528
4.4	63.50124
4.5	53.22727
4.6	52.16102
4.7	49.35401
4.9	48.24561
5	48.27489
5.1	45.72603
5.2	44.24049
5.3	41.25591
5.4	34.90254
5.5	42.64611
5.6	44.72035
5.7	38.02751
5.8	34.07284
5.9	44.20795
6	38.25816
6.1	37.30233
6.2	34.48446
6.3	45.90383
6.4	53.68889
6.5	57.87159
6.6	56.42534
6.7	54.95829
6.8	50.83752
6.9	49.1715
7	54.06174
7.1	56.4941
7.2	56.62037
7.3	57.2432
7.4	63.41359
7.6	72.99517
7.7	88.02682
7.8	91.45992
7.9	98.1203
8	100.3543
8.1	97.5256
8.2	94.94995
8.3	99.05998
8.4	90.49955
8.5	94.24061
8.6	89.82609
8.7	86.68103
8.8	86.21005
8.9	81.68396
9	82.12748
9.1	81.27962
9.2	69.3795
9.3	61.88525
9.4	63.64807
9.5	62.0915
9.6	56.8819
9.7	51.85026
9.8	69.60699
9.9	71.48795
10	68.90018
10.1	76.1241
10.2	74.31818
10.3	71.41561
10.4	69.77835
10.5	62.5
10.6	66.75325
10.7	63.78526
10.8	59.80651
10.9	52.48162
11	35
11.1	35.25856
11.2	28.56258
11.3	31.34232
11.4	34.61538
11.5	31.45372
11.6	30.4405
11.7	32.42488
11.8	32.91016
11.9	30.24194
12	27.22915
12.1	29.90868
12.2	34.85267
12.3	41.5146
12.4	38.70822
12.5	38.14134
12.6	37.27837
12.7	40.96021
12.8	52.54394
12.9	75.38531
13	111.68014
13.1	113.54635
13.2	118.31597
13.3	119.48925
13.4	127.83595
13.5	125.34372
13.6	119.55836
13.7	121.85115
13.8	119.07115
13.9	120.28986
14	115.48887
14.1	114.87907
14.2	113.32703
14.3	105.80036
14.4	97.89523
14.5	101.0351
14.6	85.97502
14.7	76.1039
14.8	76.09442
14.9	77.8744
15	72.90687
15.1	38.93298
15.2	53.4716
15.3	57.20588
15.4	71.65799
15.5	54.55801
15.6	41.85558
15.7	70.50633
15.8	36.73554
15.9	48.76174
16	52.47971
16.1	57.74587
16.2	40.0085
16.3	46.83128
16.4	44.76549
16.5	62.68272
16.6	58.59316
16.7	58.58995
16.8	68.72376
16.9	67.61506
17	69.89247
17.1	74.69298
17.2	74.45521
17.3	77.31061
17.4	69.49153
17.5	65.35402
17.6	65.77312
17.7	63.76
17.8	61.5261
17.9	64.56196
18	64.40543
18.1	59.07631
18.2	60.60606
18.3	52.59027
18.4	66.07893
18.5	57.29495
18.6	46.38695
18.7	44.21922
18.8	45.77795
18.9	47.2854
19	42.97005
19.1	44.43099
19.2	36.8178
19.3	27.49783
19.4	26.36684
19.5	28.94295
19.6	29.43585
19.7	27.24333
19.8	26.14871
19.9	29.02351
20	28.45794
20.1	28.15789
20.2	28.38915
20.3	31.11888
20.4	25.73171
20.5	23.13208
20.6	25.83187
20.7	23.52682
20.8	21.449
20.9	26.31356
21	26.49789
21.1	30.56622
21.2	34.34675
21.3	36.94292
21.4	47.57995
21.5	51.58935
21.6	71.91659
21.7	79.64559
21.8	82.02403
21.9	104.94053
22	109.78261
22.1	110.78782
22.2	119.47566
22.3	127.46479
22.4	126.90311
22.5	129.58412
22.6	131.67702
22.7	136.43192
22.8	141.80479
22.9	141.24656
23	132.71719
23.1	142.62452
23.4	96.55014
23.5	85.9589
23.6	86.45925
23.7	83.54067
23.8	73.61721
23.9	77.48162
24	72.92769
24.1	73.62429
24.2	71.87202
24.3	73.45091
24.4	66.13346
24.5	65.03993
24.6	66.4604
24.7	60.50496
24.8	67.45419
24.9	73.91524
25	60.54872
25.1	64.67532
25.2	66.2096
25.3	64.81481
25.4	65.86716
25.5	65.97473
25.6	65.38813
25.7	60.47877
25.8	55.35259
25.9	51.63371
26	55.61358
26.1	54.49438
26.2	48.10009
26.3	45.73063
26.4	40.8778
26.5	44.15285
26.6	54.51264
26.7	45.04995
26.8	37.97629
26.9	33.87665
27	33.44235
27.1	28.87139
27.2	31.29973
27.3	30.00875
27.4	29.15952
27.5	27.05128
27.6	27.28048
27.7	21.00176
27.8	23.70649
27.9	39.23826
28	36.53266
28.1	37.54753
28.2	39.33036
28.3	41.99288
28.4	41.82573
28.5	43.42881
28.6	46.93676
28.7	41.68053
28.8	40.93807
28.9	38.3913
29	34.38486
29.1	41.04769
29.2	39.59965
29.3	42.69199
29.4	45.78736
29.5	47.66187
29.6	48.35391
29.7	40.18806
29.8	40.80553
29.9	40.81886
30	46.73013
30.1	42.4821
30.2	46.66667
30.3	47.36395
30.4	43.53562
30.5	61.28122
30.6	54.90534
30.7	51.91348
30.8	54.54545
30.9	76.29787
31	72.34043
31.1	68.00477
31.2	79.3339
31.3	76.55751
31.4	79.44882
31.5	79.66448
31.6	70.32554
31.7	73.60384
31.8	77.24936
31.9	70.62147
32	71.25668
32.1	60.91954
32.2	72.47285
32.3	71.41003
32.4	65.73398
32.5	58.83074
32.6	60.18745
32.7	70.189
32.8	56.58208
32.9	48.96953
33	43.359
33.1	53.25621
33.2	53.67793
33.3	41.97883
33.4	38.70079
33.5	36.90953
33.6	36.27534
33.7	40.97222
