0	30.201
0.1	24.606
0.2	15.6154
0.3	21.948
0.4	29.083
0.5	20.571
0.6	27.477
0.7	31.068
0.8	33.858
1.1	39.841
1.2	40.003
1.3	39.112
1.4	40.843
1.5	40.671
1.6	41.965
1.7	30.361
1.8	42.844
2.3	32.402
2.5	33.089
2.6	30.062
2.7	38.296
2.8	35.523
2.9	33.123
3	28.336
3.1	28.8
3.2	28.193
3.3	19.387
3.4	16.595
3.5	16.646
3.6	19.183
3.7	22.207
3.8	19.084
3.9	17.729
4	18.295
4.1	18.706
4.2	16.891
4.3	17.79
4.4	16.758
4.5	18.851
4.6	24.786
4.7	20.594
4.9	17.64328
5	16.01144
5.1	19.04192
5.2	17.6962
5.3	20.78169
5.4	18.4518
5.5	20.29889
5.6	30.38138
5.7	24.25324
5.8	29.68386
5.9	19.80615
6	31.65182
6.1	26.78544
6.2	22.40205
6.3	18.33023
6.4	--
6.5	15.803
6.6	21.873
6.7	16.719
6.9	18.144
7.1	18.843
7.2	13.256
7.3	17.691
7.4	11.693
7.6	9.834
7.7	11.347
7.8	11.365
7.9	7.702
8	11.268
8.1	10.325
8.2	9.255
8.3	10.934
8.4	12.597
8.5	9.943
8.6	9.898
8.7	8.719
8.8	10.178
8.9	11.69
9	12.965
9.1	11.683
9.2	18.246
9.3	9.129
9.4	11.009
9.5	15.163
9.6	11.855
9.7	13.336
9.8	11.536
9.9	12.332
10	15.276
10.1	15.363
10.2	11.75
10.3	13.445
10.4	14.743
10.5	13.579
10.6	12.34
10.7	14.598
10.8	11.296
11	34.493
11.1	31.356
11.2	37.561
11.3	39.594
11.4	30.058
11.5	26.135
11.6	26.546
11.7	33.744
11.8	31.562
11.9	25.635
12	21.933
12.1	20.505
12.2	14.928
12.3	17.024
12.4	16.769
12.5	17.318
12.7	16.215
12.8	10.859
12.9	9.511
13	7.125
13.1	6.653
13.2	8.291
13.3	9.384
13.5	9.822
13.6	7.598
13.7	9.064
13.8	11.025
13.9	8.621
14	7.961
14.1	8.553
14.2	8.709
14.3	8.282
14.4	9.706
14.5	10.612
14.7	10.743
14.9	10.989
15	12.065
15.2	15.568
15.3	12.43
15.4	12.898
15.5	14.581
15.6	14.182
15.7	11.346
15.8	15.358
15.9	15.3
16	14.896
16.1	16.951
16.2	15.261
16.3	15.883
16.4	22.822
16.5	16.009
16.6	13.836
16.7	16.326
16.8	18.547
16.9	16.575
17	16.918
17.1	15.859
17.2	14.547
17.3	14.63
17.4	13.36
17.5	23.719
17.6	13.705
17.7	14.655
17.8	22.079
17.9	24.922
18	16.157
18.1	26.786
18.2	26.222
18.3	25.928
18.4	20.035
18.5	18.095
18.6	30.818
18.7	61.12
18.8	35.173
18.9	32.025
19	59.323
19.1	66.934
19.2	28.324
19.3	41.044
19.4	42.128
19.5	46.352
19.6	47.29
19.7	57.452
19.8	46.088
19.9	45.359
20	50.179
20.1	57.024
20.2	37.802
20.3	33.909
20.4	32.39
20.5	44.824
20.6	25.237
20.7	27.375
20.8	25.816
20.9	24.93
21	26.134
21.1	22.976
21.2	24.011
21.3	23.888
21.4	21.524
21.5	20.901
21.6	14.815
21.7	16.554
21.8	12.145
21.9	11.445
22	9.936
22.1	10.191
22.2	7.655
22.3	8.751
22.4	9.78
22.5	9.044
22.6	9.029
22.7	5.92
22.8	5.863
22.9	5.442
23	6.185
23.1	5.428
23.4	6.462
23.5	6.441
23.6	7.199
23.7	8.203
23.8	9.553
23.9	9.688
24	9.336
24.1	12.469
24.2	8.14
24.3	11.156
24.4	11.325
24.5	11.731
24.6	12.314
24.7	15.412
24.8	10.507
24.9	13.396
25	12.152
25.1	7.279
25.2	11.554
25.3	12.286
25.4	6.964
25.5	9.291
25.6	9.044
25.7	13.323
25.8	7.526
25.9	10.233
26	10.429
26.1	14.479
26.2	10.95
26.3	11.023
26.4	12.971
26.5	11.738
26.6	13.646
26.7	12.527
26.8	15.473
26.9	14.388
27	14.991
27.1	17.08
27.2	17.46
27.3	17.299
27.4	14.9
27.5	16.632
27.6	17.924
27.7	14.079
27.8	15.136
27.9	10.769
28	11.13
28.1	12.811
28.2	13.328
28.3	16.817
28.4	14.733
28.5	12.249
28.6	11.648
28.7	15.642
28.8	16.378
28.9	15.386
29	13.189
29.1	15.359
29.2	16.811
29.3	15.316
29.4	12.655
29.5	11.516
29.6	9.973
29.7	15.983
29.8	13.819
29.9	14.064
30	11.606
30.1	11.556
30.2	12.616
30.3	11.68
30.4	11.829
30.5	9.967
30.6	9.38
30.7	11.66
30.8	8.559
30.9	10.254
31	9.168
31.1	8.26
31.2	7.669
31.3	7.54
31.4	8.242
31.5	8.409
31.6	7.488
31.7	9.414
31.8	7.504
31.9	8.817
32	7.387
32.1	9.18
32.2	8.348
32.3	8.864
32.4	8.072
32.5	9.803
32.6	9.225
32.7	10.42
32.8	9.787
32.9	9.537
33	10.062
33.1	11.294
33.2	11.477
33.3	10.503
33.4	9.717
33.5	9.708
33.6	11.655
33.7	13.281
